Sex,Age,Height(Inches),Weight(Pounds),BMI
1,35,68.48853,145.2503,21.77108995
1,29,67.02188,119.4855,18.70168843
1,22,65.77613,123.512,20.07110775
0,30,65.96579,110.6754,17.88184756
0,26,68.18868,111.4951,16.8589312
0,31,72.08595,139.4849,18.87229718
0,22,66.85358,133.088,20.93574333
1,24,69.10929,133.5196,19.65490658
0,20,64.5909,112.7698,19.00417242
1,24,67.03849,124.7975,19.52343641
1,34,68.99156,123.4224,18.23059658
1,27,70.59872,142.0921,20.04357117
1,35,70.08988,116.2814,16.6417289
0,25,65.6844,131.1256,21.36789977
0,33,67.0982,131.2493,20.49623444
0,22,66.03932,127.2422,20.51279349
1,18,69.26423,122.4523,17.94517713
1,24,66.61351,115.2431,18.25951003
1,25,68.11738,126.9532,19.2365243
1,22,69.73059,143.4439,20.74121668
1,23,64.02042,125.377,21.50699132
0,31,66.23753,109.0095,17.4684718
0,30,72.46761,139.2411,18.64139429
0,26,66.21938,102.182,16.38336105
1,32,71.2978,144.3898,19.97023062
0,31,63.1255,83.08527,14.6592988
0,27,70.93034,145.3938,20.31798465
0,19,68.25489,134.9267,20.36241012
0,28,64.78014,134.678,22.56377278
1,29,65.42982,111.4963,18.31082147
1,22,68.91361,119.7951,17.73486458
1,29,64.96937,95.70426,15.94089798
0,25,66.15237,117.159,18.82277557
1,20,65.98386,127.2356,20.54622455
1,33,69.2435,144.9205,21.25057199
1,27,68.31982,122.8464,18.50409421
1,24,70.11607,134.19,19.19039194
0,20,68.63521,124.9776,18.65250094
1,34,67.74289,135.8441,20.81192078
0,18,64.58641,120.8222,20.36400865
0,23,64.66165,125.0174,21.02208179
0,19,65.90771,133.5474,21.61532734
1,23,65.77649,124.5583,20.24091339
1,24,67.1506,135.9691,21.20016552
0,21,72.24339,143.5738,19.34094924
1,18,68.73199,130.5725,19.43268034
0,26,67.57019,127.192,19.58611679
0,29,70.36234,141.2372,20.05706467
1,26,63.62233,107.4236,18.65861426
1,25,66.20711,122.3234,19.62000464
0,32,66.22114,111.6055,17.89332769
0,31,70.0722,137.8915,19.7444397
0,31,69.6563,142.8742,20.70293086
1,26,66.25043,114.4349,18.33073654
1,34,68.0704,128.2736,19.46343558
1,22,67.14808,134.5725,20.98398398
1,30,68.76609,140.1034,20.83045882
0,26,68.12075,121.977,18.48067927
0,29,65.72987,111.4248,18.13239371
1,32,69.17439,135.0756,19.84655139
0,30,70.36351,132.9826,18.88420266
0,24,70.78557,117.7566,16.5232173
1,22,70.88083,134.9877,18.89015114
1,20,66.62148,151.6121,24.01619131
0,27,69.9829,128.9287,18.50821591
1,21,66.92866,120.1575,18.85929473
0,18,71.45806,125.6007,17.2937207
0,20,69.66344,127.8292,18.51906527
1,30,69.30943,136.1354,19.9243995
0,28,66.59775,116.2841,18.43317075
1,25,64.20209,127.0777,21.67553559
0,23,68.23051,125.7165,18.98601722
0,22,70.09021,121.0749,17.32759228
1,30,70.9755,122.7382,17.13016919
0,25,64.93134,119.4545,19.92015014
0,34,66.90106,132.9048,20.87725963
0,25,69.19803,132.8687,19.50895685
1,29,68.4149,124.3486,18.67834234
1,27,66.3163,132.2198,21.13755471
0,34,72.13467,142.804,19.29528055
0,27,65.74613,129.605,21.08046527
0,30,69.96677,128.5326,18.45986268
1,22,65.11417,112.9919,18.73678689
1,18,67.43294,122.0795,18.87545269
0,19,66.39785,118.396,18.88112294
1,27,67.18769,130.1299,20.2673282
1,26,67.68597,111.6824,17.13903035
0,25,67.77469,142.2452,21.77215234
1,18,63.62937,122.6049,21.29077178
1,33,66.447,122.8198,19.55764028
1,33,71.9233,119.1123,16.18885836
1,34,67.92214,139.4335,21.24923167
1,30,68.01143,141.3353,21.48254134
0,30,67.76524,119.787,18.33979811
0,27,69.19791,136.326,20.01665762
0,28,67.00109,118.4099,18.54484049
0,23,67.09659,137.692,21.50337527
0,20,69.85144,129.078,18.59945952
0,21,67.42782,123.4642,19.09244873
1,32,68.1104,115.4311,17.49422857
0,33,68.29433,129.931,19.58584473
1,20,69.45176,135.9563,19.81671434
0,22,69.08219,127.8134,18.8296834
1,22,70.91753,139.1014,19.44567946
0,34,64.20566,109.2132,18.62633145
0,33,71.10315,124.6154,17.32977233
1,33,72.08523,136.221,18.43105992
0,21,66.15119,120.4722,19.35576509
0,23,67.52898,116.1659,17.91006267
0,19,67.17586,115.5093,17.996552
1,23,72.92955,141.9961,18.77016855
1,28,65.54112,135.4869,22.17524428
1,28,69.08487,135.1305,19.90610626
0,23,65.28991,108.2494,17.85386234
0,32,68.53447,125.1277,18.72984436
1,35,71.32802,142.8947,19.74670361
1,23,66.88095,128.2978,20.16569371
1,25,67.91196,128.268,19.55350503
0,20,67.00238,103.5665,16.21950755
1,18,68.27584,156.1069,23.54435619
0,21,66.20276,104.9661,16.83820117
0,22,64.24214,121.6365,20.72157395
0,18,67.43738,132.0066,20.40765439
0,19,64.50081,118.4079,20.01009569
1,19,68.89607,135.3898,20.05376271
0,19,70.32908,140.6633,19.99446339
0,30,64.31742,111.6703,18.97926006
0,35,67.11253,128.0328,19.9854
0,29,68.01206,130.4737,19.83124334
0,33,68.25267,128.2127,19.35042817
0,30,67.76873,142.8202,21.86400746
1,28,67.44291,123.0804,19.0245819
0,18,65.73581,117.8771,19.17892361
0,34,69.64372,130.9274,18.97865564
1,35,71.92818,129.1735,17.55391972
1,35,69.39435,144.5784,21.10833673
1,33,67.14717,115.8635,18.06716623
1,28,69.1469,116.5322,17.13560097
1,18,66.90594,141.9947,22.30188668
0,24,67.838,132.1304,20.18624325
1,33,68.09614,135.2607,20.50810181
1,23,66.14093,127.0684,20.42188334
1,20,71.16386,129.844,18.02609753
1,33,67.55757,134.5066,20.72022079
0,29,70.01279,121.3609,17.40695646
1,23,72.56431,143.1486,19.11348098
0,34,66.60224,124.7741,19.77632534
0,21,68.51802,120.1546,17.99407875
0,32,66.34638,139.4163,22.26783081
0,20,69.02692,131.6743,19.42955487
1,19,69.12446,131.07,19.28584269
0,18,68.24578,129.8914,19.60774354
1,31,68.4869,123.344,18.48850669
0,27,70.68261,137.5314,19.35421371
0,19,70.35969,136.8886,19.44098526
1,35,67.62401,118.4024,18.2036086
0,30,69.4463,116.2441,16.94616845
1,27,67.92486,124.8433,19.02420687
0,29,68.39347,120.9809,18.18387166
0,26,66.31812,105.1208,16.80440225
1,19,71.22882,145.4377,20.15414237
0,18,65.29169,108.1912,17.84329032
0,34,66.00287,130.3778,21.04150655
0,20,67.61775,117.5157,18.07062963
0,26,69.10276,135.8762,20.005593
0,18,68.99743,127.5126,18.83155122
1,33,69.07531,151.3998,22.30891455
1,33,68.34086,112.4799,16.93217959
1,29,71.68196,156.7554,21.44873043
0,23,68.77664,138.2098,20.5426162
1,21,66.18191,109.5685,17.58757436
0,26,72.37092,139.9742,18.78964742
0,30,66.85155,124.5873,19.59970955
0,32,65.75688,130.5023,21.21947292
0,27,69.69245,151.0783,21.8690264
0,25,66.27915,108.7722,17.4085611
0,32,66.47752,105.9927,16.86262416
1,21,68.71912,143.4301,21.35423148
1,29,68.29244,114.7434,17.29741793
0,29,67.66696,123.7736,19.00524685
0,23,71.29885,139.4769,19.29017022
1,23,67.07369,115.8201,18.09999108
1,27,70.68048,146.5682,20.62716762
0,34,71.40114,153.9993,21.23769008
1,34,71.00392,137.5899,19.18760312
0,22,66.2799,125.9287,20.15393506
1,21,68.05383,139.6939,21.20660378
0,19,64.16346,126.3585,21.57882213
1,21,66.87966,113.9307,17.90818105
1,20,70.52968,129.7605,18.33992297
0,21,65.45595,116.1925,19.06683723
1,31,69.11331,139.1294,20.47832119
1,26,67.94221,126.9815,19.34015445
1,31,67.2132,125.8352,19.5835681
0,32,67.6372,113.524,17.44677931
1,24,70.09365,123.2372,17.63531798
1,26,64.41354,123.0554,20.85187752
0,22,69.77698,128.133,18.5027159
1,30,66.58181,127.9357,20.28987537
1,29,68.14995,110.4678,16.72258629
0,29,66.18165,127.9364,20.53609046
0,35,66.79412,118.1678,18.62179361
1,29,67.1657,129.7243,20.21738908
1,24,68.01904,130.6094,19.84779483
0,33,66.95837,105.0414,16.47212311
1,29,68.70397,122.6299,18.26549859
0,32,69.68057,138.3259,20.02990729
0,22,66.52793,107.7381,17.11433839
0,18,66.46981,141.4417,22.50750818
1,19,71.44643,153.6966,21.16908165
1,26,66.62648,134.5551,21.31106965
1,21,64.01015,109.6593,18.81683615
1,31,65.03312,117.2029,19.48354601
0,31,66.77216,124.2843,19.59856365
0,19,68.91932,125.2193,18.53480955
0,35,71.22926,133.2256,18.46161303
1,18,71.10332,122.6042,17.05000115
0,33,69.80699,134.8652,19.45812103
1,30,67.09127,111.4506,17.40801326
0,24,67.27958,116.8458,18.14869436
0,30,71.86593,143.1527,19.48732676
1,19,67.20197,99.92383,15.55621321
0,26,68.44108,127.9232,19.20058365
1,27,67.20278,136.658,21.27450217
1,31,69.36588,145.3947,21.24494441
0,30,69.0416,126.6818,18.68492482
1,28,65.9056,128.1983,20.75087688
0,25,66.44766,122.8328,19.55932182
0,19,66.08009,133.2571,21.45595896
1,31,69.35367,116.7606,17.06696298
1,35,70.83359,144.0455,20.18459373
0,18,67.664,132.5153,20.34930177
0,24,65.30966,123.9832,20.43651411
0,35,66.66817,113.1423,17.8972687
1,20,66.93271,123.9512,19.45237982
1,21,67.73938,133.9787,20.52826043
1,30,64.27722,128.1519,21.80769191
1,32,66.83442,121.2878,19.09042405
1,20,65.89728,122.7107,19.86763989
1,23,67.6564,125.4136,19.2630782
1,29,68.68966,124.8761,18.60781661
1,26,66.08003,116.5903,18.77244241
1,25,66.91344,129.889,20.39597553
0,34,69.48392,123.889,18.04109727
1,19,68.60001,137.6571,20.5659645
1,23,69.21225,130.8805,19.2091361
0,30,67.63342,141.9706,21.82099471
1,19,65.73405,125.7334,20.45826038
1,26,66.09947,104.4108,16.80150915
0,19,67.65293,117.0685,17.98314545
1,20,67.59619,131.7669,20.27499316
1,24,69.57859,125.4738,18.22219239
0,18,66.08879,129.5734,20.85734753
1,28,70.08026,130.1053,18.62526255
0,29,65.00956,131.9305,21.94772848
1,26,69.16464,142.4645,20.93809859
1,27,69.61276,127.6431,18.51903963
0,23,71.48367,153.3153,21.09456813
1,21,69.47413,126.7609,18.46451497
1,25,69.0027,114.0258,16.83719659
1,20,69.5581,133.9684,19.46730231
0,34,68.63746,127.5869,19.04068209
0,26,67.20262,126.4859,19.69103432
1,25,66.07614,120.7651,19.44692502
0,23,66.18342,126.6479,20.32817571
0,30,70.80778,133.0747,18.66089043
0,27,67.158,125.9649,19.63599269
0,31,65.2973,121.3206,20.00520129
1,26,69.23494,129.7824,19.03548666
1,24,68.90768,130.0549,19.25707345
1,29,72.3478,123.4005,16.57544072
0,19,68.29557,137.2791,20.69274848
1,32,68.34735,127.7554,19.22802724
1,20,67.46476,133.6853,20.65040242
0,35,68.86803,113.9275,16.88853862
1,35,66.62471,135.6168,21.48036482
1,29,64.77193,122.6005,20.54553192
0,35,67.70647,118.9472,18.2428507
1,28,72.992,134.2703,17.71855316
0,27,70.95194,124.2747,17.35613414
0,27,67.95677,130.6981,19.8976891
1,19,67.20959,124.6797,19.40582364
1,24,66.36959,129.0839,20.60310294
1,23,67.63896,121.9456,18.74006599
0,24,69.74444,126.2689,18.2505534
0,30,68.17532,134.6122,20.36239584
1,29,66.89711,131.8476,20.71363599
0,32,67.4966,103.5828,15.98536941
0,24,66.51569,116.3925,18.49590641
0,20,66.88332,123.5095,19.4116987
0,26,69.7277,150.3395,21.74008537
0,22,69.78345,135.2437,19.52589701
1,21,65.40046,112.4584,18.4854113
0,19,67.99831,137.4861,20.90553944
0,32,72.25581,132.7902,17.88213219
1,33,70.79562,126.0286,17.67889664
1,35,65.18786,141.3591,23.38778792
0,28,67.7123,135.9065,20.84029779
1,27,70.05146,134.6655,19.29393403
1,33,67.30497,122.0232,18.93856042
1,35,66.39813,128.3502,20.4683897
0,30,69.73637,130.6354,18.88604537
0,34,68.71659,131.717,19.61179995
1,32,63.88437,108.6132,18.71079327
0,22,68.40851,114.5673,17.21231318
0,32,67.93251,133.5136,20.34084579
0,24,70.69674,135.8641,19.1119396
0,27,68.95083,148.1093,21.90292703
1,27,66.49457,123.5179,19.64067274
0,32,68.59369,120.8406,18.05690711
1,27,66.26442,116.2666,18.61628394
1,29,69.58656,123.8986,17.98930924
1,30,67.35651,119.32,18.49068138
1,25,69.68727,119.4097,17.28747354
0,31,68.44046,124.5933,18.70112241
0,24,68.47973,130.8802,19.62224505
1,32,65.45463,118.2058,19.39799602
0,32,66.8085,109.6357,17.26980269
1,26,70.05212,140.2298,20.09076957
0,21,67.43558,121.5764,18.79619357
1,29,66.54306,98.30262,15.60839979
0,30,67.32353,117.6173,18.24468084
0,18,67.9725,136.5104,20.77294524
1,22,69.03858,148.9791,21.97558626
0,24,67.69453,123.9665,19.01936482
0,35,69.30508,133.5957,19.55515062
1,19,65.39643,117.2334,19.27267966
0,20,68.35638,123.5943,18.59684002
1,32,65.36888,117.7674,19.37678957
0,25,68.36499,137.2321,20.6436755
1,25,71.15702,129.1996,17.9400847
1,28,69.25532,142.4032,20.87431784
1,26,66.6984,128.4838,20.30562515
0,28,69.17548,115.3008,16.94052174
0,27,68.31559,119.5309,18.00691715
0,24,67.81616,121.7224,18.60813898
0,29,68.56123,142.8442,21.36506578
1,19,66.23085,110.1171,17.64952134
1,20,68.95099,122.0958,18.05587487
0,23,67.86761,124.8188,19.05257657
0,19,68.05498,119.3169,18.11260699
0,28,67.73986,132.4571,20.29483276
0,22,69.83641,133.0316,19.17740439
0,32,70.68574,160.8831,22.63839492
1,21,64.54385,119.127,20.10477857
0,27,67.93112,138.516,21.10382688
1,24,67.77291,124.8232,19.10653212
0,18,69.41312,135.9744,19.84142427
0,18,67.77213,116.2254,17.79088707
0,24,67.79965,139.2002,21.29039795
0,34,67.98313,137.983,20.99046671
0,27,69.97983,144.5084,20.74656257
1,32,63.83261,109.1938,18.84133186
0,20,65.57212,127.228,20.80381936
0,22,69.34307,124.5517,18.21135889
1,24,67.28398,114.926,17.84817309
1,18,68.7435,132.5027,19.7133427
0,33,69.03112,125.3892,18.49988872
1,31,69.64426,128.4988,18.6263277
0,25,66.70052,117.7319,18.60520833
0,26,67.9143,112.9531,17.2176756
0,21,64.36849,126.1835,21.41187753
0,30,65.87507,118.7934,19.2463756
0,25,67.07427,125.4388,19.60283142
1,23,69.34545,124.9451,18.26762599
1,18,69.83212,145.5139,20.97938973
1,34,66.10245,116.7836,18.79081297
0,18,69.26205,132.5216,19.42203853
1,31,68.33525,114.8933,17.29832101
1,25,69.38017,122.8594,17.94471208
1,32,69.12887,130.5782,19.21102715
1,35,68.44658,119.1058,17.87426647
0,31,66.34542,133.8204,21.37466181
1,29,70.03275,128.5779,18.43158959
1,34,70.16523,139.0179,19.85297708
1,34,68.18324,101.2876,15.31792135
0,23,70.12378,140.958,20.15384507
1,23,68.4296,134.6146,20.21170664
0,21,66.43974,129.9482,20.6972785
0,22,71.72703,139.064,19.00412351
1,18,70.72387,135.1996,19.00387636
0,27,68.09022,129.682,19.66568365
1,31,70.12976,129.1395,18.46091485
0,26,66.05393,129.0051,20.78779282
1,33,69.77059,112.7357,16.28229049
0,29,68.15816,126.1123,19.08624765
1,26,69.91372,118.3724,17.02646363
1,35,65.34461,122.9731,20.24833906
1,21,68.35621,130.3663,19.61589883
1,30,64.50585,114.226,19.30036792
0,26,67.95491,115.7854,17.62832063
1,27,68.57621,137.9526,20.62442053
0,33,68.12257,112.2435,17.00505248
1,22,68.77583,137.237,20.39850593
0,26,67.92593,124.9418,19.03861694
1,24,69.1484,135.0961,19.86448749
1,26,63.20539,114.4199,20.13687883
0,33,69.2442,122.1823,17.91596956
1,34,65.88645,129.375,20.95351901
1,21,67.85186,129.9448,19.84422827
0,22,65.57418,140.4557,22.96531757
0,32,66.70819,120.8977,19.10110749
1,21,69.172,129.159,18.97854142
1,27,69.23593,137.1397,20.11402375
1,27,67.57232,145.2218,22.36109049
1,27,69.50518,140.0956,20.38867366
1,27,70.60288,124.12,17.50635604
1,21,66.54152,135.6875,21.54533396
1,25,69.11494,127.756,18.80339455
0,25,69.951,144.0475,20.69744295
1,25,67.70347,131.9333,20.23631323
0,29,69.19028,135.5263,19.90362723
1,22,67.8047,151.3579,23.14644614
1,21,67.62532,124.7073,19.17220367
1,34,70.36898,135.274,19.20660673
0,35,71.02595,136.5388,19.02921193
1,32,69.8452,137.8778,19.87101441
0,18,67.08638,114.2066,17.84108698
0,19,68.62013,141.5844,21.14030046
1,20,64.37275,111.0969,18.84936132
1,20,65.93523,126.3868,20.43927519
0,29,65.24285,132.8885,21.94928487
0,19,70.51481,144.7904,20.47283148
0,23,66.61129,108.3859,17.17417656
1,27,67.13394,124.1348,19.36458083
0,33,66.77634,129.4462,20.40999537
0,27,67.69385,131.3339,20.15010137
1,35,67.82809,111.6411,17.06097141
0,27,66.63254,111.6422,17.67886879
1,35,67.62229,140.3178,21.57405805
1,27,69.66798,125.5286,18.18339914
0,19,62.75039,114.49,20.44247713
0,18,64.53878,113.998,19.2421924
0,27,68.01929,117.1931,17.80888287
0,35,66.38551,138.3156,22.06598897
0,30,70.18724,122.3712,17.46472345
0,31,64.646,132.9431,22.36563894
1,33,67.48819,124.0449,19.14794519
1,24,72.01807,144.1591,19.54150144
0,33,66.61356,115.4581,18.29354791
0,29,65.81803,116.5192,18.91065447
0,19,71.16185,139.6139,19.38353679
1,18,68.51977,133.2364,19.95216008
0,23,64.96088,120.025,19.99708716
0,31,66.88268,123.1111,19.34945341
1,22,70.3531,132.8462,18.87041636
1,28,67.71744,120.9359,18.54184736
0,28,66.03333,129.7702,20.92412954
1,23,68.9826,136.9118,20.22835588
0,33,68.60237,131.121,19.58812368
0,32,66.8408,133.484,21.00606755
1,35,68.03659,136.3871,20.71510036
0,24,64.79586,131.4559,22.01326136
1,21,70.55126,126.1986,17.82558585
1,31,68.28166,115.046,17.348511
0,29,68.77574,130.3178,19.37010699
0,20,67.09315,131.6954,20.56899463
0,26,70.14303,135.6519,19.38454717
0,33,65.46833,120.3029,19.73387598
1,28,69.02275,129.1442,19.0585218
1,30,74.24899,150.2167,19.15737234
0,19,64.08575,120.2076,20.57822008
0,35,67.57977,132.153,20.34428502
1,31,69.19395,132.1247,19.40200406
0,23,64.48615,119.5029,20.20432613
1,34,68.75888,136.7629,20.33806061
1,18,68.45184,147.7846,22.17469991
0,20,66.44205,145.5992,23.18845242
1,34,70.1756,124.9662,17.84099694
0,20,67.1386,127.902,19.94948081
1,24,66.91548,125.9147,19.7707008
0,25,68.63357,109.6821,16.37047956
1,22,66.95697,107.7733,16.90123422
0,32,69.97351,134.1099,19.25716464
1,22,66.92568,134.901,21.17524324
0,25,68.76347,139.6364,20.76260773
1,34,67.40692,127.0273,19.65562799
0,34,65.74615,134.7717,21.92082414
0,31,65.88357,99.97124,16.19271435
0,20,66.77623,129.4522,20.41100864
1,35,66.9622,129.3592,20.28321142
1,31,63.46642,103.6594,18.09337197
1,33,68.35224,115.7327,17.41603969
0,32,64.43147,104.8874,17.76339872
0,28,63.52175,131.0054,22.82669904
0,22,66.86196,129.0709,20.29873413
1,29,65.53651,102.5494,16.78669992
0,25,71.82306,133.2257,18.15762432
1,35,68.86538,146.3008,21.68920473
0,22,70.79207,140.8125,19.75471688
1,31,69.02139,132.4618,19.54888869
1,22,67.3527,118.8437,18.41895419
0,33,66.3294,133.4495,21.32571678
1,23,67.75792,134.882,20.65535622
0,27,68.64796,129.6789,19.34696607
0,20,68.18784,136.7318,20.67542702
1,26,71.53978,133.9981,18.40781596
1,30,68.58959,128.1324,19.14879153
1,35,71.33959,130.2482,17.99323847
0,29,67.18757,130.2934,20.29286531
0,29,67.70033,128.3208,19.68404327
1,31,64.13048,134.0501,22.91590352
0,33,69.90087,140.5808,20.22831333
1,28,66.72044,115.1936,18.19321163
0,23,69.3532,135.8445,19.85673658
1,21,69.70788,142.8508,20.66891841
0,30,67.73755,143.0931,21.92595644
0,19,68.16879,114.9519,17.39177095
0,30,71.94697,149.4261,20.29552398
1,29,67.37481,132.0558,20.45319681
1,31,65.34039,127.0174,20.91696154
1,33,65.63768,103.3615,16.86751801
1,25,68.91559,125.3216,18.55195993
1,30,65.44571,130.6423,21.44471478
1,25,68.11726,124.3662,18.84459673
1,29,69.52284,140.6019,20.45196326
0,21,69.40202,124.229,18.13333107
0,26,70.00803,132.9642,19.07382681
1,24,68.59817,130.2067,19.45391866
0,24,64.76508,106.6241,17.87196847
0,24,67.52805,108.9888,16.80398468
0,35,66.71974,109.9473,17.36499658
0,18,67.94808,124.363,18.9380664
0,26,69.09682,131.5021,19.3649059
1,24,70.04724,137.4264,19.691869
1,32,67.92097,116.0228,17.68212298
0,27,67.99135,117.9061,17.93196033
0,19,68.92023,116.7259,17.27717049
0,21,66.75149,115.4633,18.21884583
1,23,68.07152,129.9734,19.72070366
1,25,68.75961,148.9128,22.14440645
1,20,70.93048,126.0818,17.61916921
1,33,68.29873,115.4952,17.40754405
0,23,69.25316,158.7833,23.27686338
1,22,68.39327,141.2064,21.2239624
1,24,68.48007,129.838,19.46579967
1,23,69.47286,137.0682,19.96664873
1,22,66.33003,123.2428,19.69427478
1,33,66.88679,117.9651,18.5383747
1,22,65.20091,102.4998,16.95174955
1,25,68.37273,130.6338,19.64665154
0,33,67.10601,144.6224,22.57935614
0,32,62.64242,100.1982,17.95236583
0,23,69.06906,120.2937,17.72860713
0,23,71.15727,144.3108,20.03821826
1,30,68.93324,114.8805,16.99760597
1,24,68.10686,141.5328,21.45231702
0,34,64.45765,114.6963,19.40882732
0,18,65.96736,121.6607,19.65580915
1,35,68.73038,119.3241,17.75944956
1,33,70.53564,135.206,19.10634282
0,35,67.40711,115.9409,17.94006762
1,18,66.11309,123.2264,19.82109638
0,19,69.47433,133.0619,19.38223299
1,31,70.95476,136.3442,19.04024012
0,35,65.56715,124.1401,20.3019756
0,30,65.49243,116.2944,19.06230513
1,21,68.89342,133.1669,19.72602707
0,28,67.59755,137.941,21.22414884
0,21,66.1724,133.3173,21.4058048
1,31,68.70371,114.2219,17.01327119
